225,181,204,199,179,0.78,-10.55,2.08
225,183,205,199,180,0.82,-10.59,1.92
227,183,202,199,176,0.75,-10.63,2.12
231,184,204,199,173,0.86,-10.63,2.04
226,187,208,199,181,1.06,-10.59,2.12
226,186,210,199,181,0.71,-10.55,2.00
226,184,203,199,179,0.75,-10.59,2.28
240,199,234,250,197,0.71,-10.43,2.71
278,210,297,277,228,0.82,-10.63,2.43
288,193,320,300,262,1.06,-10.59,1.77
312,185,320,355,276,0.47,-10.87,1.80
354,187,327,398,274,0.94,-10.63,2.12
334,187,320,400,269,0.82,-10.63,1.92
353,187,320,411,272,0.71,-10.55,1.96
357,184,319,400,270,0.78,-10.63,2.08
352,184,319,398,275,0.82,-10.71,2.31
352,184,318,399,273,0.75,-10.59,2.12
356,186,319,370,273,0.94,-10.51,1.88
266,190,240,302,202,1.22,-10.79,2.20
235,189,203,188,181,1.02,-10.63,2.20
221,183,200,232,179,0.98,-10.59,1.73
224,184,202,183,183,0.82,-10.55,1.77
218,186,201,192,179,0.90,-10.47,1.33
217,187,201,239,179,0.90,-10.59,1.10
219,183,204,204,179,0.82,-10.63,1.69
