208,184,211,1022,190,1.53,-10.51,-0.86
209,186,212,203,190,1.41,-10.59,-0.59
210,186,213,205,190,0.43,-10.55,-0.39
210,186,213,211,190,0.59,-10.67,0.27
209,185,212,205,203,0.20,-10.83,0.59
209,185,212,204,228,0.12,-10.75,0.75
209,185,213,204,212,-0.12,-10.71,0.71
209,186,218,205,216,-0.04,-10.59,0.67
209,185,230,223,219,-0.27,-10.67,0.75
209,185,259,256,185,-0.04,-10.55,0.78
209,184,323,335,236,0.08,-10.63,1.10
208,183,374,412,305,0.16,-10.79,0.75
208,184,405,447,380,0.04,-10.55,0.71
207,182,416,468,353,0.08,-10.67,0.75
206,182,417,467,314,0.00,-10.79,0.63
207,182,415,461,331,0.04,-10.75,0.71
206,182,411,459,355,0.12,-10.71,0.67
206,184,409,449,373,0.08,-10.67,0.67
207,182,382,424,320,0.08,-10.71,0.55
208,182,271,265,212,0.16,-10.63,0.12
208,183,216,205,220,0.04,-10.71,0.12
208,182,204,197,184,0.16,-10.67,0.24
207,182,202,192,194,0.08,-10.59,0.47
208,181,202,192,191,0.04,-10.71,0.39
208,183,203,286,193,0.43,-10.67,0.12
