223,185,200,202,188,1.02,-10.67,1.92
223,187,205,207,188,0.90,-10.67,2.35
222,187,204,207,187,0.94,-10.51,2.43
222,187,204,207,187,0.86,-10.55,2.39
223,185,205,208,188,0.90,-10.63,2.35
222,186,205,207,189,0.82,-10.51,2.39
222,189,205,208,188,0.86,-10.59,2.28
223,189,205,209,188,0.94,-10.55,2.39
222,199,209,215,188,0.82,-10.51,2.43
223,287,297,320,194,0.82,-10.63,2.20
219,370,358,394,231,1.10,-10.67,2.12
219,404,376,420,229,0.75,-10.32,1.77
218,420,388,425,245,1.14,-10.90,1.84
217,418,383,424,256,0.75,-10.71,1.14
216,402,381,419,199,0.82,-10.63,1.14
217,401,377,416,204,0.78,-10.51,1.14
217,405,376,415,206,0.90,-10.71,1.10
217,400,375,412,208,0.82,-10.59,0.98
216,392,370,410,219,0.75,-10.55,1.02
216,392,366,409,200,0.75,-10.79,1.02
217,383,354,380,188,0.90,-10.59,1.18
219,283,293,307,182,0.75,-10.67,1.80
219,204,222,238,182,1.02,-10.59,2.67
218,183,197,197,184,0.78,-10.51,2.90
220,179,194,192,186,0.86,-10.55,2.90
