227,184,216,200,192,1.10,-10.71,2.31
227,183,217,200,192,1.06,-10.67,2.24
227,183,216,204,193,1.96,-10.36,-1.33
227,183,216,203,240,2.55,-10.28,-1.53
227,184,218,204,192,2.35,-10.43,-0.63
226,183,227,220,192,1.88,-10.83,-0.55
225,183,228,219,190,1.29,-10.63,0.16
224,183,229,223,189,1.65,-10.59,0.04
224,184,230,227,219,1.61,-10.67,-0.04
224,184,230,234,216,1.77,-10.71,0.08
225,184,229,315,281,1.57,-10.47,0.39
224,182,218,330,309,1.96,-11.26,-0.08
222,181,205,340,299,1.77,-10.43,0.08
224,181,203,333,294,1.53,-10.43,-0.20
237,181,204,360,320,1.92,-10.55,-0.67
238,181,203,354,302,1.49,-10.43,-0.55
237,181,203,376,295,1.69,-10.47,-0.63
236,181,204,377,298,1.65,-10.43,-0.59
235,181,204,366,306,1.61,-10.55,-0.67
233,181,203,344,301,1.57,-10.32,-0.59
223,181,204,366,248,1.49,-10.63,-0.63
224,181,204,266,209,1.29,-10.55,-0.82
230,181,204,204,193,1.57,-10.43,-0.86
230,181,202,191,185,1.45,-10.59,-0.82
229,180,201,192,184,1.33,-10.51,-0.78
