224,185,199,191,192,-0.35,-10.63,0.63
226,180,197,193,191,-0.67,-10.40,0.35
233,183,200,191,193,-0.43,-10.40,0.27
229,178,198,196,192,-0.59,-10.75,0.98
229,184,197,195,191,-0.47,-10.71,0.98
232,181,202,195,193,-0.51,-10.71,0.90
224,185,201,197,194,-0.67,-10.63,0.98
228,182,199,217,208,-0.71,-10.63,0.82
234,184,203,278,256,-1.84,-10.20,0.59
237,179,200,327,279,-1.57,-10.59,0.78
233,185,200,345,289,-2.28,-8.83,0.55
237,183,206,356,299,-2.39,-10.32,0.55
233,174,204,349,300,-2.31,-10.16,0.16
233,179,205,350,298,-2.20,-10.20,0.00
238,182,202,349,298,-2.04,-10.43,-0.04
237,181,202,346,292,-2.12,-10.08,-0.27
232,174,204,350,295,-2.16,-10.40,0.12
238,182,208,375,311,-2.00,-10.08,-0.75
233,178,205,372,309,-2.20,-10.28,0.24
235,176,203,315,278,-2.28,-9.96,-0.39
236,179,200,220,213,-1.65,-10.40,-0.31
226,179,199,195,190,-2.20,-10.04,0.51
226,177,196,184,187,-1.02,-10.32,-0.27
225,181,198,183,185,-0.59,-10.55,0.24
226,181,201,184,184,-0.94,-10.63,0.20
