221,183,201,199,177,0.55,-10.67,2.67
221,184,202,199,179,0.67,-10.51,2.35
218,185,203,199,180,0.78,-10.71,2.55
221,185,200,199,179,0.59,-10.55,2.20
222,184,205,199,183,0.71,-10.59,2.51
223,190,216,199,189,0.24,-10.71,2.75
225,229,263,222,218,0.47,-10.59,2.82
227,283,298,300,268,0.55,-10.63,2.08
235,340,335,350,316,0.43,-10.59,2.08
247,353,347,366,333,0.43,-10.51,2.08
269,360,355,388,348,0.86,-10.43,2.12
323,359,360,399,361,0.39,-10.79,2.08
379,352,353,421,361,0.63,-10.71,2.35
394,347,352,411,361,0.82,-10.75,2.16
397,348,355,430,354,0.59,-10.43,2.28
390,346,353,444,358,0.63,-10.75,2.79
381,336,351,411,357,0.78,-10.71,2.79
370,343,354,400,348,0.75,-10.51,3.02
273,276,298,399,275,0.35,-10.83,2.79
253,193,225,300,210,0.43,-10.59,2.71
228,186,204,179,179,0.20,-10.90,2.00
223,181,198,183,180,0.43,-10.55,1.53
221,180,200,177,181,0.24,-10.67,1.61
222,181,198,179,182,0.39,-10.59,1.33
220,182,201,180,179,0.27,-10.63,1.65
