253,192,215,221,188,0.63,-10.24,-1.69
252,192,215,214,188,0.59,-10.24,-1.65
252,191,215,211,187,0.63,-10.24,-1.57
252,191,214,199,187,0.59,-10.28,-1.49
252,192,216,221,187,0.71,-10.28,-1.57
252,191,215,212,187,0.24,-10.16,-1.77
253,191,214,198,187,0.55,-10.28,-1.53
251,191,214,223,186,0.35,-10.20,-1.33
253,191,214,224,188,-0.24,-10.24,-1.77
253,187,211,243,187,-0.08,-10.20,-1.73
252,185,204,192,186,0.16,-10.28,-1.41
253,185,203,189,185,0.16,-10.47,-0.90
254,184,203,190,185,0.20,-10.43,-1.26
253,202,229,280,195,-0.63,-10.59,-0.94
259,290,299,310,247,-0.90,-10.28,-0.78
272,332,322,330,299,-2.20,-9.96,0.24
275,344,329,340,306,-2.35,-10.36,0.51
277,344,327,430,310,-2.28,-10.20,0.55
279,340,325,410,305,-2.31,-10.28,0.67
277,336,323,400,302,-2.24,-10.32,0.63
275,333,320,360,299,-2.12,-10.32,0.75
269,313,313,333,277,-1.92,-10.32,0.67
264,262,300,289,244,-1.49,-10.36,0.20
252,218,254,257,199,-0.59,-10.36,-1.10
245,191,210,205,187,0.39,-10.20,-1.92
