209,187,211,208,190,1.84,-10.32,-0.47
208,183,210,210,191,1.53,-10.43,-0.31
209,185,209,211,201,0.39,-10.75,0.94
209,186,212,208,198,0.35,-10.71,0.43
208,188,211,207,199,0.35,-10.63,0.51
208,183,210,207,194,0.20,-10.71,0.20
209,184,211,207,195,0.12,-10.71,0.51
210,188,212,218,191,0.00,-10.75,0.71
210,210,222,258,243,-0.20,-10.75,0.86
207,253,275,316,252,-0.27,-10.67,1.88
208,291,341,344,280,-0.12,-10.79,1.80
212,309,352,350,286,0.00,-10.59,2.51
213,307,341,346,285,0.00,-10.67,2.71
211,295,338,347,288,-0.08,-10.63,2.63
210,302,354,353,291,0.08,-10.51,2.90
211,303,358,354,289,-0.04,-10.63,2.79
211,304,355,354,288,0.00,-10.59,2.59
208,283,338,336,275,0.08,-10.59,2.67
207,225,289,288,236,-0.08,-10.47,2.28
207,205,267,244,220,-0.08,-10.59,1.69
209,191,224,208,195,-0.04,-10.55,0.94
210,183,204,194,226,0.16,-10.63,0.39
210,183,200,192,188,0.16,-10.79,0.00
210,183,201,192,184,0.00,-10.63,0.08
210,182,201,192,197,0.12,-10.63,0.08
